ROBIN_Smile,ROBIN_Plus_Smile,ROBIN_Name,ROBIN_Plus_Name
Cc(c(Br)c(c(Br)c1)N)c1Br,Cc(c(Br)c(C)c(Br)c1N)c1Br;Cc(c(Br)c(cc1)N)c1Br;Cc(c(Br)c1)cc(N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br;Cc(c(Br)c(c(Br)c1)N)c1Br,0357-0017,Compound 46267;Compound 46273;Compound 46274;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017;0357-0017
Nc(cc1)ccc1Sc1nc(cccc2)c2s1,[O-][N+](c(cc1)ccc1Sc1nc(cccc2)c2s1)=O;Cc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cccc1)c1Sc1nc(cccc2)c2s1;c(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1;Nc(cc1)ccc1Sc1nc(cccc2)c2s1,0375-0603,Compound 43919;Compound 45274;Compound 45328;Compound 45898;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603;0375-0603
Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1,Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1;Nc(cc1)cc(Cl)c1Sc1nc(cccc2)c2s1,0375-0604,0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604;0375-0604
Nc(c1ncccc1c(Br)c1)c1Br,Nc(c1ncccc11)ccc1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br;Nc(c1ncccc1c(Br)c1)c1Br,0422-0091,Compound 46262;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091;0422-0091
Cc1c(C)sc(N)n1,Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1;Cc1c(C)sc(N)n1,0462-0328,0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328;0462-0328
CC(Nc1nc(ccc(N)c2)c2s1)=O,CCCCC(Nc1nc(ccc(N)c2)c2s1)=O;CC(C)(C)C(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(NC(C)=O)c2)c2s1)=O;CCCC(Nc1nc(ccc(N)c2)c2s1)=O;CC(C)C(Nc1nc(ccc(N)c2)c2s1)=O;COCC(Nc1nc(ccc(N)c2)c2s1)=O;Nc(cc1)cc2c1nc(NC(C1CC1)=O)s2;CCC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O;CC(Nc1nc(ccc(N)c2)c2s1)=O,0478-0670,Compound 45406;Compound 45407;Compound 45427;Compound 45690;Compound 45691;Compound 45703;Compound 45858;Compound 46001;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670;0478-0670
Nc1nncs1,Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1;Nc1nncs1,0488-0194,0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194;0488-0194
OC[C@@H]1Oc(cccc2)c2OC1,OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1;OC[C@@H]1Oc(cccc2)c2OC1,0507-0170,0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170;0507-0170
Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O,Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@H]([C@H]([C@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@@H]([C@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@H]([C@@H]([C@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@H]([C@@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O;Cc(cc1)c(C)cc1NC[C@@H]([C@H]([C@@H](CO)O)O)O,0527-0256,Compound 44851;Compound 44852;Compound 44854;Compound 44855;Compound 44856;Compound 44857;Compound 44858;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256;0527-0256
Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1,CN(C)c1ccc(/C=C/c2nc(cccc3)c3o2)cc1;CCc1ccc(/C=C/c2nc(cccc3)c3o2)cc1;Cc1ccc(/C=C/c2nc(ccc(N)c3)c3o2)cc1;N#Cc1ccc(/C=C/c2nc(cccc3)c3o2)cc1;Cc1ccc(/C=C/c2nc(cc(cc3)N)c3o2)cc1;Fc1ccc(/C=C/c2nc(cccc3)c3o2)cc1;Clc1ccc(/C=C/c2nc(cccc3)c3o2)cc1;Nc(cc1)cc2c1nc(/C=C/c1ccccc1)o2;Nc(cc1)cc2c1oc(/C=C/c1ccccc1)n2;C(c1nc(cccc2)c2o1)=C/c1ccccc1;C(c1nc(cccc2)c2o1)=C\c1ccccc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1;Nc1ccc(/C=C\c2nc(cccc3)c3o2)cc1,0632-0836,Compound 43272;Compound 43768;Compound 43884;Compound 43885;Compound 43886;Compound 44972;Compound 44973;Compound 45105;Compound 45106;Compound 45257;Compound 45258;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836;0632-0836
CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1,Nc1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;Nc(cc1)cc2c1nc(/C=C/c1ccccc1)[nH]2;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1;CN(C)c1ccc(/C=C/c2nc(ccc(N)c3)c3[nH]2)cc1,0632-0897,Compound 44012;Compound 44953;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897;0632-0897
Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O,Cc(cccc1)c1C(c(c(N)c1C(c2c3cccc2)=O)ccc1C3=O)=O;Nc(cc(C(c1ccccc1)=O)c(N)c1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1ccccc1)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O;Nc(c(C(c1cccc2ccccc12)=O)ccc1C(c2c3cccc2)=O)c1C3=O,0658-0270,Compound 26438;Compound 26651;Compound 31584;Compound 43744;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270;0658-0270
