Name,Smile,AKTIP_hit,BCL2_hit,BCL_XL_hit,BCL_XL_SS_hit,CKIT_hit,ENE_A9_hit,EWSR1_hit,FGFR_hit,Glutamine_RS_hit,HBV_hit,HIV_SL3_hit,KLF6_mut_hit,KLF6_wt_hit,KRAS_hit,MYB_hit,MYCN_hit,MYC_Pu22_hit,MALAT1_hit,NRAS_hit,PreQ1_hit,Pre_miR_17_hit,Pre_miR_21_hit,Pre_miR_31_hit,Pro_mut_hit,Pro_wt_hit,RB1_hit,RRE2B_MeA_hit,RRE2B_hit,SAM_ll_hit,TPP_hit,TERRA_hit,VEGF_hit,ZTP_hit,Zika3PrimeUTR_hit,Zika_NS5_hit,MTOR_hit
7756-0396,Cn1c(cnc1NCc1ccccc1[Cl])c1cccc(c1)OC,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,1,0.0
7756-0397,Cn1c(cnc1NCc1c(cccc1[Cl])F)c1cccc(c1)OC,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0398,Cc1cccc(CNc2ncc(c3cccc(c3)OC)n2C)c1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0399,Cn1c(cnc1NCc1ccc(cc1)C(F)(F)F)c1cccc(c1)OC,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0404,Cc1ccc(CNc2ncc(c3ccc(cc3)OC)n2C)cc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0419,CC(C)c1ccc(CNc2ncc(c3cccc(c3)OC)n2C)cc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0420,CCc1ccc(CNc2ncc(c3cccc(c3)OC)n2C)cc1,0,0,0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0422,Cc1ccc(CNc2ncc(c3cccc(c3)OC)n2C)cc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0428,CCc1ccc(CNc2ncc(c3ccc(cc3)OC)n2C)cc1,0,0,0,1.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0544,Cn1c(cnc1NCc1cccc(c1)OC)c1ccccc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0545,Cn1c(cnc1NCc1ccccc1OC)c1ccccc1,0,0,1,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1.0,0.0,1,0.0
7756-0547,Cn1c(cnc1NCc1ccc(cc1)[Br])c1ccccc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0554,Cn1c(cnc1NCc1cccc(c1)O)c1ccccc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0557,CCOc1cc(CNc2ncc(c3ccccc3)n2C)ccc1O,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0561,Cn1c(cnc1NCc1cccc(c1)[Br])c1ccccc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0563,Cn1c(cnc1NCc1ccc(cc1F)F)c1ccccc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0567,Cn1c(cnc1NCc1ccccc1)c1ccccc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0568,Cn1c(cnc1NCc1ccc(c(c1)OC)O)c1ccccc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0589,Cn1c(cnc1NCc1ccc(cc1)F)c1ccc(cc1)[Br],0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0591,CCOc1cc(CNc2ncc(c3ccc(cc3)[Br])n2C)ccc1O,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0603,Cn1c(cnc1NCc1cccc(c1)F)c1ccc(cc1)[Br],0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0612,Cn1c(cnc1NCc1ccc(cc1)F)c1ccc(cc1)[Cl],0,0,0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0619,Cn1c(cnc1NCc1ccccc1F)c1ccc(cc1)[Cl],0,0,0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0626,Cn1c(cnc1NCc1ccc(cc1F)F)c1ccc(cc1)[Cl],0,0,1,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0631,Cn1c(cnc1NCc1cccc(c1)F)c1ccc(cc1)[Cl],0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0646,Cn1c(cnc1NCc1ccccc1F)c1cccc(c1)[Br],0,0,0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0657,Cn1c(cnc1NCc1cccc(c1)F)c1cccc(c1)[Br],0,0,0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0658,Cn1c(cnc1NCc1ccccc1)c1cccc(c1)[Br],0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0662,Cn1c(cnc1NCc1cc(ccc1F)[Br])c1ccc(cc1)F,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0663,Cn1c(cnc1NCc1cccc(c1)[Cl])c1ccc(cc1)F,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0665,Cn1c(cnc1NCc1ccc(cc1)[Br])c1ccc(cc1)F,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0672,Cn1c(cnc1NCc1ccc(c(c1)OC)OC)c1ccc(cc1)F,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0673,Cn1c(cnc1NCc1ccc(cc1)[Cl])c1ccc(cc1)F,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0677,Cn1c(cnc1NCc1ccccc1[Cl])c1ccc(cc1)F,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0678,Cn1c(cnc1NCc1c(cccc1[Cl])F)c1ccc(cc1)F,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0684,CC(C)c1ccc(CNc2ncc(c3ccc(cc3)F)n2C)cc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0686,Cc1cccc(CNc2ncc(c3ccc(cc3)F)n2C)c1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0689,Cn1c(cnc1NCc1cccc(c1)[Br])c1ccc(cc1)F,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0705,Cc1ccc(cc1)c1cnc(NCc2cccc(c2)[Cl])n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1.0,0,0.0
7756-0709,Cc1ccc(cc1)c1cnc(NCc2ccc(cc2)[Br])n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0713,Cc1ccc(cc1)c1cnc(NCc2ccc(cc2)[Cl])n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0717,Cc1ccc(cc1)c1cnc(NCc2ccccc2[Cl])n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0718,Cc1ccc(cc1)c1cnc(NCc2c(cccc2[Cl])F)n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0726,Cc1ccc(cc1)c1cnc(NCc2cccc(c2)[Br])n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0736,Cn1c(cnc1NCc1cc(ccc1F)[Br])c1ccc(cc1)OC,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0741,Cn1c(cnc1NCc1c(cccc1[Cl])F)c1ccc(cc1)OC,0,0,0,0.0,0,1.0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,1.0,0,0.0,0.0,0,0.0
7756-0752,Cn1c(cnc1NCc1cc(ccc1F)[Br])c1cccc(c1)OC,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0756,Cn1c(cnc1NCc1cccc(c1)[Br])c1cccc(c1)OC,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0761,Cn1c(cnc1NCc1cc(ccc1F)[Br])c1ccc2c(c1)OCO2,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0829,Cc1ccc(cc1C)c1cnc(NCc2ccc(cc2)F)n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1.0,0,0.0
7756-0838,CCOc1ccc(cc1)c1cnc(NCc2cccc(c2)[Cl])n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0840,CCOc1ccc(cc1)c1cnc(NCc2ccccc2OC)n1C,0,0,1,0.0,0,1.0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0,0.0,0,0.0,0.0,1,0.0
7756-0841,CCOc1ccc(cc1)c1cnc(NCc2ccc(cc2)F)n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0846,CCOc1ccc(cc1)c1cnc(NCc2ccccc2[Cl])n1C,0,0,0,1.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0847,CCOc1ccc(cc1)c1cnc(NCc2c(cccc2[Cl])F)n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0852,CCOc1ccc(cc1)c1cnc(NCc2ccc(cc2)C(F)(F)F)n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0853,CCOc1ccc(cc1)c1cnc(NCc2cccc(c2)[Br])n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0862,CCOc1ccc(cc1)c1cnc(NCc2ccc(C)cc2)n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7756-0867,CCOc1ccc(cc1)c1cnc(NCc2ccccc2)n1C,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7757-0065,Cc1c2C(c3ccccc3c2nc(NCc2ccc(cc2)F)n1)=O,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
77596,Cc1c(CCC2OCCO2)c(Cl)nc(N)n1,0,0,1,1.0,0,0.0,0,1,,0,0,0,1,0,0,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,0,0.0,1.0,0,
7761-0004,CCc1c(c2ccccc2)nc(NC2c3ccccc3S(N=2)(=O)=O)s1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7761-0005,COC(c1c2CCCCc2sc1NC1c2ccccc2S(N=1)(=O)=O)=O,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7765-0010,CC(c1ccccc1)Nc1c2ccccc2nc(n1)N1CCN(CC1)CCO,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0026,C(c1ccccc1)Nc1ccc(c(c1)C(O)=O)N1CCOCC1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0027,Cc1ccc(CNc2ccc(c(c2)C(O)=O)N2CCOCC2)cc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0028,C(c1ccc2c(c1)OCO2)Nc1ccc(c(c1)C(O)=O)N1CCOCC1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0029,C(c1cccs1)Nc1ccc(c(c1)C(O)=O)N1CCOCC1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0030,C(c1ccc(cc1)F)Nc1ccc(c(c1)C(O)=O)N1CCOCC1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0039,COc1cccc(CNc2ccc(c(c2)C(O)=O)N2CCOCC2)c1OCc1ccccc1F,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0040,COc1ccccc1CNc1ccc(c(c1)C(O)=O)N1CCOCC1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0042,Cc1ccc(CNc2ccc(c(c2)C(O)=O)N2CCOCC2)s1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0045,C(c1cccc(c1)OCc1ccc(cc1)F)Nc1ccc(c(c1)C(O)=O)N1CCOCC1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0048,C(c1cccc(c1)OCc1ccccc1F)Nc1ccc(c(c1)C(O)=O)N1CCOCC1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0062,COc1cccc(CNc2ccc(c(c2)C(O)=O)N2CCOCC2)c1OC,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0067,COc1ccc(CNc2ccc(c(c2)C(O)=O)N2CCOCC2)cc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0069,C1CCN(C1)c1ccc(CNc2ccc(c(c2)C(O)=O)N2CCOCC2)cc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0070,CN1C(N(C)c2cc(CNc3ccc(c(c3)C(O)=O)N3CCOCC3)ccc12)=O,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0071,C(c1ccccc1C(F)(F)F)Nc1ccc(c(c1)C(O)=O)N1CCOCC1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0072,C(c1ccccc1F)Nc1ccc(c(c1)C(O)=O)N1CCOCC1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0073,Cc1ccccc1CNc1ccc(c(c1)C(O)=O)N1CCOCC1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0075,COc1cc(CNc2ccc(c(c2)C(O)=O)N2CCOCC2)ccc1OCc1cccs1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7776-0077,CC(C)c1ccc(CNc2ccc(c(c2)C(O)=O)N2CCOCC2)cc1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7784-0225,COc1ccc(cc1)C1CC(c2cnc(NC3CC3)nc2C1)=O,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7790-0745,CC(n1c2ccccc2c2c1sc(Nc1ccccc1)n2)=O,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7790-0884,Cc1c(c(C)[nH]n1)Nc1nc(c2ccc(cc2)OC)c(C)s1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7790-1707,CCOC(Cc1c(c2ccccc2)nc(Nc2c(C)n[nH]c2C)s1)=O,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7790-1709,C(C(O)=O)c1c(c2ccccc2)nc(Nc2ccccc2)s1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7790-1721,COc1ccccc1Nc1nc(c2ccccc2)c(CC(O)=O)s1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7790-1731,C(C(O)=O)c1c(c2ccccc2)nc(NCc2ccccc2)s1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7790-1733,Cc1c(c(C)[nH]n1)Nc1nc(c2ccccc2)c(CC(O)=O)s1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7790-2407,Cc1cc(C)c2c(c1)sc(NCc1ccc(cc1)OC)n2,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
7790-2408,Cc1cc(C)c2c(c1)sc(NCc1ccc(c(c1)OC)OC)n2,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
