Name,Smile,AKTIP_hit,BCL2_hit,BCL_XL_hit,BCL_XL_SS_hit,CKIT_hit,ENE_A9_hit,EWSR1_hit,FGFR_hit,Glutamine_RS_hit,HBV_hit,HIV_SL3_hit,KLF6_mut_hit,KLF6_wt_hit,KRAS_hit,MYB_hit,MYCN_hit,MYC_Pu22_hit,MALAT1_hit,NRAS_hit,PreQ1_hit,Pre_miR_17_hit,Pre_miR_21_hit,Pre_miR_31_hit,Pro_mut_hit,Pro_wt_hit,RB1_hit,RRE2B_MeA_hit,RRE2B_hit,SAM_ll_hit,TPP_hit,TERRA_hit,VEGF_hit,ZTP_hit,Zika3PrimeUTR_hit,Zika_NS5_hit,MTOR_hit
13867190,COc1cc(ccc1F)c1c2CC(CCc2nc(c1C#N)N)N,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
13869807,C1COCCN1C[C@@H]1CN(Cc2cc3ccccc3s2)C[C@@H]1CO,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13873516,[H]c1nc2CCN(CCc2c(n1)N1CCCC(C1)O)C(c1c(C)cco1)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13874974,CCC1(CCCN(Cc2nc(C3CCCC3)on2)C1)CO,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
13877569,Cn1c(cc(C(N2CCC3(CC2)[C@H](C[C@H]3O)OCCN)=O)n1)c1ccccc1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13881485,CC(c1cnn(c1)c1cccc(c1)OC)N1CC2(CCC1=O)CCNCC2,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13882244,CN(C)C[C@@H]1CN(Cc2cccc(c2)OCC(N)=O)C[C@@H]1CO,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
13886232,C1CN(CCC1n1c(ccn1)NC(c1cccc(c1)F)=O)c1ccnc(N)n1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13891023,CN(C)[C@@H]1C[C@@H](CO)N(C1)C(NCCc1ccc(cc1)F)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13895185,Cc1ccccc1CN(CCO)C(c1cc(C(F)(F)F)n[nH]1)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13899321,C(C(N1CCC2(CC1)c1ccccc1[C@H]([C@@H]2O)N)=O)c1c[nH]c2ccccc12,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
13901472,CN(CC1CCN(C1)c1ccccc1)C(c1cc2CNCCCn2n1)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
139021,Oc(ccc1ccccc11)c1/N=N/c1nccs1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,0,0.0,0.0,0,
13903266,Cc1c(CSCCNCC2(CCCNC2)O)[nH]cn1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13909244,C[C@H]1CN(C[C@@H]2CN(C[C@@H]2CO)c2ccccn2)C[C@@H](C)O1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
139105,CCS(O)(=O)=O.CC1(C)N=C(N)N=C(N)N1c(cc1)cc(Cl)c1OCc1cc(C(N(C)C)=O)ccc1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,0,0.0,0.0,0,
13915713,CN(Cc1ccc(cc1)Oc1ccccc1)Cc1cc2CNCCCn2n1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1.0,0.0,0,0.0
139168,CC(C(CC(C(C)(C(C1)C(C)=C2OC)C3C2=O)OC1O)C3(C)C1=O)C=C1OC,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,0,0.0,0.0,0,
13917927,Cc1ccc([C@H]2CN(C[C@@H]2N)C(COc2ccc(cc2)n2cnnn2)=O)o1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13920133,Cn1cc(cn1)C(N1CC[C@@H](c2ccc3ccccc3c2)[C@@H](C1)O)=O,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
13921995,C1CC(N(C1)CCC(N1CCNCC1C(NCc1ccccn1)=O)=O)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
139257,S=C(Nc1nccs1)Nc1ccccc1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,0,0.0,0.0,0,
13925796,CC(C)[C@H]1CN(C[C@@H]1NC(C1(C)CCNCC1)=O)c1nccc(N)n1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13925885,Cc1ccc2c(c1)cc(C(NCC1(CCCNCC1)O)=O)o2,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13928445,C1CN(C(c2cc(c3ccccc3O)n[nH]2)=O)[C@@H]2CNC[C@H]12,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13928951,C1COCCN1CC(COc1cccc(CN2CC(C2)c2ccccn2)c1)O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13930321,C1CN(CC(c2ccccc2)N1)C(c1ccn2cnnc2c1)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13931448,C(c1cc(ccc1F)c1cc2ccccc2nc1)O,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
13931918,Cn1cc(nc1)S(N1C[C@H](C2CC2)[C@H](C1)N)(=O)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13932182,Cc1ccc(c2cccc(c2)C(N2[C@H]3CC[C@@H]2CCNC3)=O)o1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13937667,CC1=CC=CN2C1=NC(=C(CN1CCC3(CCNCC3)C1)C2=O)[Cl],0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13938415,Cc1cc(nc(n1)N1CCCC1)N1CCC(CC1)NCc1cc(ccn1)OC,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13940764,Cc1ccc(CN(CCO)Cc2cc(c3cc(ccc3n2)C(N)=O)O)s1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13943786,C(c1c[nH]nc1c1ccc(cc1)F)NC(CSc1nnc(N)s1)=O,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
13945034,C1CNCCC1(C(NCC(F)F)=O)Oc1ccc(cc1)[Cl],0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13945368,CC(Cc1c(C)cccn1)NC1CCN(CC1)C(c1ccccc1)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13948025,Cc1c(C(C(N(CC=C)CC#Cc2ccccc2)=O)N)c(C)[nH]n1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13948752,CN1CCN(CC12CCNCC2)C(c1cccc2c1nccn2)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13949271,COc1ccc(cc1OC)C(CC(N1C[C@H]2CC=CC[C@H]2C1)=O)N,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
13949404,CC(C)[C@H]1CN(Cc2ccc3c(c2)OCCO3)C[C@@H]1NC(CCO)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13949594,C1CCCN(CC1)C[C@@H]1CN(Cc2ccc(cc2)C(O)=O)C[C@@H]1CO,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13951920,CCc1cnc(N)nc1N(C)CC1CCN(CC1)CCO,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
13962123,COCCc1ncc(CN2CCC(CC2)C(Cc2ccccc2)O)cn1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13963975,Cn1c2c(cn1)c(N[C@@H]1c3ccccc3C[C@@H]1O)nc(c1ccncc1)n2,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
13965290,CCn1c2ccccc2c(CNC([C@@H]2C[C@@H](CNC2)C(N2CCOCC2)=O)=O)n1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13968699,C(Cc1ccccc1)CN1CC2(CCN(CC2)C(CC2CNCCO2)=O)CC1=O,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
13974,Nc(c1ccccc11)ccc1/N=N/c1ccccc1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,0,0.0,0.0,0,
13977503,Cc1cc(nc(N)n1)N1Cc2cnn(Cc3ccc(cc3)F)c2C1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0.0,0.0,0,0.0
13977635,Cc1cc(nc(c2ccccc2O)n1)N1CCn2c(C1)cc(C(NCCO)=O)n2,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13978494,C(Cc1cn(C2CCN(CC2)S(c2ccc(cc2F)F)(=O)=O)nn1)CO,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13982442,CCCc1cnc(C)nc1N1CCC(CC1)NCCN1CCCC(C1)CO,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13989913,C1C(c2ccccc2CN1C(c1ccc(cc1)c1cn(cn1)c1ccccc1)=O)O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13991259,[H]N1CCCn2c(C1)cc(CNC(C(c1ccccc1)c1ccccc1)=O)n2,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
13991620,CCCc1nc(cs1)C(N1CCN(Cc2ccoc2)C(CCO)C1)=O,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
13994000,C1CN(CC1CN)C(c1ccc(cc1)NCc1ccncc1)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13994409,CC(C)[C@@]1(CN(C[C@H]1C)c1nc2ccccc2n1CCO)O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
13999097,C1CC(CCO)N(C1)C(Nc1cccc(c1F)F)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14001328,CCC[C@H]1CN(C[C@@H]1N)C(c1c(C)nc(C)o1)=O,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
14006228,C1CN(C[C@H]([C@@H]1c1ccc(cc1)F)O)C(c1c2ccccc2[nH]n1)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14006245,Cc1cc(nc(c2ccccc2)n1)N1CCC(CC1)N[C@@H]1C[C@@H](CO)N(C)C1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14008139,C1CCN(C1)c1ncc(cn1)C(NCCNc1cccnc1)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14011021,C1CC(N(C1)CCCC(N1CC[C@@H](c2ccc3c(c2)OCO3)[C@@H](C1)O)=O)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14014201,C1CN(CCC1C(N1CCNCC(C1)C(O)=O)=O)CCO,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14018275,CCn1c(N)nc2cc(cnc12)C(NCc1coc(c2ccccc2)n1)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14021977,Cc1ccc(cc1)NC([C@H]1C[C@H](CNC1)C(NCc1ccon1)=O)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14022994,CN(C)CC(c1ccccc1)NC1CCC2(CC1)CCNCC2,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14025747,CCCC1(CCCN(Cc2c(C)nns2)C1)CO,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14027124,C(CNC(c1cccc(c1)NCC(O)=O)=O)Cn1ccnc1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14034902,C(C[C@@H]1CN(CC[C@@H]1N1CCOCC1)C(c1ccc2c(c1)scn2)=O)CO,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
14038439,CN(C)C(C(N1CCC(CC1)CCO)=O)c1ccccc1F,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14039279,Cc1cc(C)n(CCCC(N2C[C@@H]([C@H](C2)O)N2CCC(NCC2)=O)=O)n1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
1404-0091,CCOC(c1c(c2c(cc(C3CC3)nc2s1)c1ccc(cc1)OC)N)=O,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14041895,CC(C)NC(CNC(C)CCc1ccccc1)=O,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
14047974,Cc1c(c(CN(C)C2CCCN(CCc3ccccc3)C2)c(CO)cn1)O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14048311,CCCCSc1nc(cc(n1)N1CCN(CC1)C(N(C)C)=O)N,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14053117,CNC([C@@H]1C[C@@H](CN1C(c1cc(c2ccccc2)nc2ccccc12)=O)N)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14054039,CC(C)[C@H](C(N1CCC2(CCC(N(CC=C)C2)=O)CC1)=O)O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14056783,CC(C)c1cc(C(N(CCO)Cc2ccccc2C)=O)n(C)n1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14057778,CC(C)c1cc(NC(N2CCC(CC2)C(c2ccccn2)O)=O)n(C)n1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14059726,CN(Cc1cnn(c1)c1ccc(cc1)F)c1nccc(n1)N1CCC(C1)O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14061870,Cc1nc(c2ccc(CNc3c4CCNCCc4nc(N)n3)cc2)no1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14063673,CN(CC1(CCOCC1)CO)C(Nc1ccc(cc1)OCC1CCCO1)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14063694,CC(C)c1cc(c2nc(c3ccc(cc3)n3c(cc(C)n3)N)no2)no1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14065434,C1COCCN1C[C@@H]1CN(Cc2ccc(cc2)OC(F)(F)F)C[C@@H]1CO,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14065735,CC(NCCNCc1cc(c2cc(ccc2n1)F)O)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14066560,Cn1cc(CNC(c2ccc(cc2)S(N2CC[C@@H](C2)N)(=O)=O)=O)cn1,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
14066849,Cc1c(C(N2CCC3(CCNCC3)CC2)=O)c2cc(ccc2n1C)OC,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14070836,Cc1nc(C2CNCCO2)n(C2CCN(C)CC2)n1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14072157,CC(CCc1ccco1)NCC(Nc1cccc(C)c1C)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14073543,Cc1c(c2cc(c3nc(C4CCCC4)nn3CCO)n(C)n2)c(C)n(C)n1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14075782,CN(CC(NCc1ccc(cc1)OC(F)(F)F)=O)C1CCNCC1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14080808,CC(C)N1C=C(C(O)=O)C(C(=C1)C(N1CC[C@H]([C@H](C1)OC)N)=O)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
140873,NCC(Nc(ccc(Cl)c1)c1C(c1ccc[nH]1)=O)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0,,0,0.0,0.0,0,
14088489,CN(C)Cc1nnc(C2CCN(CC2)C(c2c3CCCCc3nc(N)n2)=O)n1C,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
140892,Oc(cc1)ccc1NC(Nc1ccccc1)=S,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,0,0.0,0.0,0,
140899,OC(/C=C/C(N1Cc2nc3ccccc3cc2C1)=O)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,0,0.0,0.0,0,
14094096,Cc1cccc2nc(CNC(C3CC4(CCNCC4)CN3)=O)cn12,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0.0,0,,,,,,0,0,0,0.0,0,0.0,0,,,0,0.0
14094408,CCn1c(C)c(C(C)NC(CCc2cc3CNCCCn3n2)=O)c(C)n1,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
14097498,Cn1c(ccn1)C(N1CC[C@@H](c2ccc3ccccc3c2)[C@@H](C1)O)=O,0,0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
